SaleID,PropertyID,SaleDate,SalePrice,LegalReference,SoldAsVacant
0,2045,2013-04-09,240000.0,20130412-0036474,0.0
1,16918,2014-06-10,366000.0,20140619-0053768,0.0
2,54582,2016-09-26,435000.0,20160927-0101718,0.0
3,43070,2016-01-29,255000.0,20160129-0008913,0.0
4,22714,2014-10-10,278000.0,20141015-0095255,0.0
5,18367,2014-07-16,267000.0,20140718-0063802,0.0
6,19804,2014-08-28,171000.0,20140903-0080214,0.0
7,54583,2016-09-27,262000.0,20161005-0105441,0.0
8,36500,2015-08-14,285000.0,20150819-0083440,0.0
9,19805,2014-08-29,340000.0,20140909-0082348,0.0
13,4512,2013-06-07,189900.0,20130612-0059715,0.0
14,16919,2014-06-30,157500.0,20140702-0058050,0.0
15,16920,2014-06-30,247400.0,20140630-0057267,0.0
16,51967,2016-07-15,211500.0,20160720-0074793,0.0
17,28155,2015-03-31,185900.0,20150402-0029022,0.0
18,8899,2013-10-11,349900.0,20131018-0109102,0.0
19,4513,2013-06-28,192500.0,20130711-0071698,0.0
20,27161,2015-02-10,279900.0,20150212-0012993,0.0
21,46859,2016-04-14,379900.0,20160418-0036715,0.0
22,5802,2013-07-08,192500.0,20130712-0072376,0.0
23,36501,2015-08-31,193500.0,20150903-0090036,0.0
24,8900,2013-10-21,172400.0,20131030-0112723,0.0
26,26215,2015-01-26,162500.0,20150127-0007529,0.0
27,19806,2014-08-01,235000.0,20140808-0071505,0.0
28,8901,2013-10-11,225000.0,20131022-0110073,0.0
29,36502,2015-08-27,271000.0,20150901-0088477,0.0
30,13354,2014-03-18,359900.0,20140321-0023358,0.0
31,45285,2016-03-11,276500.0,20160317-0025384,0.0
32,53116,2016-08-29,271500.0,20160831-0091434,0.0
33,15542,2014-05-14,205900.0,20140529-0045974,0.0
34,54584,2016-09-23,228000.0,20160927-0101636,0.0
35,1207,2013-03-15,160000.0,20130319-0026986,0.0
36,667,2013-02-08,129900.0,20130215-0015687,0.0
37,34752,2015-07-17,230000.0,20150721-0071254,0.0
38,39426,2015-10-01,90000.0,20151006-0101964,0.0
39,48717,2016-05-27,160000.0,20160606-0056507,0.0
40,53117,2016-08-08,195900.0,20160810-0083381,0.0
41,39427,2015-10-09,122431.0,20151013-0103951,0.0
42,5803,2013-07-12,119900.0,20130718-0074201,0.0
43,6993,2013-08-20,145000.0,20130821-0088382,0.0
44,43071,2016-01-15,160000.0,20160119-0004923,0.0
45,45286,2016-03-18,169900.0,20160413-0035454,0.0
46,3267,2013-05-10,103500.0,20130513-0047997,0.0
47,34753,2015-07-31,184000.0,20150803-0076727,0.0
48,39428,2015-10-13,165000.0,20151014-0104536,0.0
49,21298,2014-09-24,290000.0,20141009-0093665,0.0
50,34754,2015-07-06,260000.0,20150708-0066261,0.0
51,39429,2015-10-09,200000.0,20151013-0103879,0.0
52,5804,2013-07-29,165000.0,20130729-0078604,0.0
53,34755,2015-07-10,230000.0,20150713-0067794,0.0
54,21299,2014-09-02,147000.0,20140908-0081941,0.0
55,8902,2013-10-25,154900.0,20131028-0111690,0.0
58,4516,2013-06-28,250000.0,20130709-0070947,0.0
59,50583,2016-06-10,305000.0,20160614-0060196,0.0
60,8903,2013-10-25,25000.0,20131028-0111686,
61,16921,2014-06-24,219900.0,20140625-0055427,0.0
62,5805,2013-07-03,150000.0,20130715-0072680,0.0
63,5806,2013-07-18,156000.0,20130719-0074748,0.0
64,14425,2014-04-04,170000.0,20140424-0034560,0.0
65,45287,2016-03-31,209761.0,20160405-0032582,0.0
66,48718,2016-05-02,160900.0,20160503-0043688,0.0
67,16922,2014-06-24,129500.0,20140627-0056397,0.0
68,18368,2014-07-03,158000.0,20140708-0059798,0.0
69,40657,2015-11-30,150000.0,20151202-0121355,0.0
70,27162,2015-02-10,170800.0,20150218-0013846,0.0
71,16923,2014-06-30,139050.0,20140702-0058174,0.0
72,29468,2015-04-23,125000.0,20150428-0037887,0.0
73,6994,2013-08-20,123500.0,20130827-0090226,0.0
74,5807,2013-07-26,75000.0,20130730-0078963,0.0
75,11694,2014-01-14,142000.0,20140121-0005326,0.0
76,22715,2014-10-14,25000.0,20141015-0095213,
77,48719,2016-05-16,233000.0,20160517-0048930,0.0
78,8904,2013-10-31,153000.0,20131101-0113661,0.0
79,28156,2015-03-23,155000.0,20150330-0026903,0.0
80,18369,2014-07-31,175000.0,20140806-0070919,0.0
81,46860,2016-04-15,167500.0,20160429-0042038,0.0
82,44077,2016-02-17,180000.0,20160218-0015549,0.0
83,27163,2015-02-09,80000.0,20150210-0012443,0.0
84,34756,2015-07-20,179900.0,20150721-0071325,0.0
85,22716,2014-10-24,229900.0,20141027-0098944,0.0
86,50584,2016-06-07,279900.0,20160610-0059130,0.0
87,25014,2014-12-18,158500.0,20150109-0002500,0.0
88,54585,2016-09-30,228000.0,20161003-0103666,0.0
89,41928,2015-12-09,135000.0,20151210-0124245,0.0
90,25015,2014-12-12,128000.0,20141216-0114858,0.0
91,45288,2016-03-25,189900.0,20160328-0028489,0.0
92,11695,2014-01-03,120000.0,20140107-0001596,0.0
93,48720,2016-05-16,174900.0,20160519-0050067,0.0
94,4517,2013-06-24,139000.0,20130627-0066289,0.0
95,28157,2015-03-09,205000.0,20150320-0024264,0.0
96,46861,2016-04-14,200000.0,20160418-0036982,0.0
97,14426,2014-04-11,158000.0,20140417-0032125,0.0
98,40658,2015-11-20,196000.0,20151124-0119293,0.0
99,18370,2014-07-30,155000.0,20140731-0068478,0.0
100,36503,2015-08-07,167000.0,20150813-0081240,0.0
101,22717,2014-10-24,130000.0,20141028-0099422,0.0
102,56036,2016-10-20,179000.0,20161025-0112573,0.0
103,50585,2016-06-06,172000.0,20160606-0056892,0.0
104,50586,2016-06-13,150000.0,20160614-0060220,0.0
105,31076,2015-05-21,172900.0,20150528-0049256,0.0
106,38073,2015-09-24,160000.0,20150928-0098102,0.0
107,43072,2016-01-28,220000.0,20160201-0009137,0.0
123,36504,2015-08-14,187500.0,20150825-0085956,0.0
124,40659,2015-11-30,137500.0,20151201-0120959,0.0
125,2047,2013-04-12,20000.0,20130416-0037646,1.0
126,31077,2015-05-29,340000.0,20150602-0050792,0.0
127,51970,2016-07-15,143000.0,20160719-0074416,0.0
128,29470,2015-04-09,134000.0,20150415-0033310,0.0
129,18371,2014-07-30,114000.0,20140801-0068977,0.0
130,41929,2015-12-04,134750.0,20151208-0123374,0.0
131,19807,2014-08-11,125000.0,20140815-0074111,0.0
132,23912,2014-11-05,143900.0,20141107-0103047,0.0
135,31078,2015-05-05,285900.0,20150511-0043022,0.0
136,1208,2013-03-25,20000.0,20130327-0029795,0.0
137,34757,2015-07-31,187500.0,20150804-0077193,0.0
138,56037,2016-10-04,170000.0,20161006-0105787,0.0
140,8905,2013-10-15,129000.0,20131018-0108895,0.0
141,45289,2016-03-07,165000.0,20160308-0022037,0.0
142,12403,2014-02-14,135000.0,20140218-0013699,0.0
143,53118,2016-08-05,57000.0,20160811-0083423,0.0
144,22718,2014-10-21,165000.0,20141023-0097861,0.0
145,48721,2016-05-27,125000.0,20160531-0054506,0.0
146,38076,2015-09-30,172400.0,20151005-0101092,0.0
147,43075,2016-01-26,275000.0,20160127-0007808,0.0
148,6995,2013-08-06,203000.0,20130807-0082622,0.0
149,53119,2016-08-19,231500.0,20160830-0090683,0.0
150,9800,2013-11-08,148000.0,20131113-0117426,0.0
151,53120,2016-08-12,232000.0,20160816-0085264,0.0
152,34758,2015-07-10,153000.0,20150724-0072748,0.0
153,44078,2016-02-01,240000.0,20160208-0011837,0.0
154,16924,2014-06-20,167000.0,20140624-0055290,0.0
155,54586,2016-09-29,190000.0,20161005-0105438,0.0
156,48722,2016-05-27,192000.0,20160601-0054789,0.0
157,33025,2015-06-09,173000.0,20150615-0056184,0.0
158,38077,2015-09-25,120000.0,20151013-0104052,0.0
160,16925,2014-06-30,261000.0,20140709-0060320,0.0
161,31079,2015-05-20,152400.0,20150522-0047658,0.0
162,46862,2016-04-12,125000.0,20160413-0035182,0.0
163,53121,2016-08-01,185000.0,20160804-0080915,0.0
164,34759,2015-07-31,175000.0,20150806-0078386,0.0
165,51971,2016-07-13,149900.0,20160714-0072246,0.0
166,25016,2014-12-15,165500.0,20141230-0118807,0.0
167,22719,2014-10-17,230000.0,20141021-0096843,0.0
168,41930,2015-12-03,450000.0,20151208-0123531,0.0
169,19808,2014-08-19,148000.0,20140821-0076199,0.0
170,44079,2016-02-19,160200.0,20160226-0018533,0.0
171,6996,2013-08-21,100000.0,20130827-0090187,0.0
172,11696,2014-01-29,198000.0,20140205-0010246,0.0
173,53122,2016-08-29,239900.0,20160831-0091435,0.0
174,54587,2016-09-29,136900.0,20160930-0103073,0.0
175,13356,2014-03-07,155000.0,20140311-0020141,0.0
176,43077,2016-01-15,135000.0,20160125-0006524,0.0
177,23913,2014-11-12,117000.0,20141114-0105085,0.0
178,34760,2015-07-02,125000.0,20150708-0066123,0.0
179,19809,2014-08-01,177000.0,20140805-0070313,0.0
180,54588,2016-09-29,200000.0,20161003-0103785,0.0
181,43078,2016-01-22,170000.0,20160129-0008846,0.0
182,9801,2013-11-12,158000.0,20131119-0119224,0.0
183,36505,2015-08-28,145000.0,20150831-0088200,0.0
184,11697,2014-01-21,43000.0,20140123-0006401,0.0
185,16926,2014-06-05,176811.0,20140611-0050942,0.0
186,18372,2014-07-02,163500.0,20140709-0060344,0.0
187,25017,2014-12-05,120.0,20141208-0112026,0.0
188,5809,2013-07-25,203900.0,20130729-0078717,0.0
189,25018,2014-12-30,215000.0,20150106-0001295,0.0
190,22720,2014-10-03,220000.0,20141020-0096713,0.0
191,41931,2015-12-30,265000.0,20151231-0131467,0.0
192,25019,2014-12-05,224000.0,20141210-0112897,0.0
193,13357,2014-03-14,165000.0,20140321-0023637,0.0
194,4519,2013-06-25,169900.0,20130701-0067508,0.0
195,14428,2014-04-15,120000.0,20140416-0031705,0.0
196,31080,2015-05-15,178900.0,20150518-0045262,0.0
197,48723,2016-05-26,330000.0,20160531-0054356,0.0
198,8906,2013-10-09,148000.0,20131014-0107187,0.0
199,39430,2015-10-21,145000.0,20151027-0109306,0.0
200,36506,2015-08-28,256000.0,20150916-0093699,0.0
201,33026,2015-06-05,235000.0,20150610-0054503,0.0
202,13358,2014-03-04,150000.0,20140310-0019827,0.0
204,31081,2015-05-28,184900.0,20150602-0050964,0.0
205,21300,2014-09-30,220000.0,20141002-0091221,0.0
206,4520,2013-06-14,124942.0,20130621-0063832,0.0
208,14430,2014-04-10,80000.0,20140415-0031418,0.0
209,51973,2016-07-15,179900.0,20160722-0075466,0.0
210,6997,2013-08-30,163500.0,20130910-0095311,0.0
211,33027,2015-06-30,136000.0,20150702-0064374,0.0
212,41932,2015-12-11,232944.0,20151217-0127048,0.0
213,11698,2014-01-03,93000.0,20140108-0002053,0.0
214,15543,2014-05-23,185000.0,20140602-0047292,0.0
215,33047,2015-06-30,199900.0,20150701-0063808,0.0
216,56038,2016-10-24,98000.0,20161027-0113757,0.0
217,11699,2014-01-15,112000.0,20140121-0005669,0.0
218,23914,2014-11-12,24900.0,20141114-0105388,
219,40660,2015-11-06,189900.0,20151118-0117013,0.0
221,39431,2015-10-16,110000.0,20151019-0105987,0.0
222,22721,2014-10-27,59800.0,20141031-0100471,1.0
224,31082,2015-05-27,43000.0,20150610-0054642,0.0
225,33028,2015-06-01,133000.0,20150604-0052410,0.0
226,22722,2014-10-27,59800.0,20141031-0100471,1.0
227,29471,2015-04-15,153000.0,20150417-0034215,0.0
228,13378,2014-03-14,177900.0,20140321-0023642,0.0
229,46902,2016-04-29,169000.0,20160503-0043379,0.0
230,28178,2015-03-13,165000.0,20150319-0023524,0.0
231,10782,2013-12-31,172000.0,20140106-0001151,0.0
232,54610,2016-09-07,197000.0,20160909-0094999,0.0
233,26231,2015-01-30,174000.0,20150206-0011210,0.0
234,45312,2016-03-04,194500.0,20160307-0021349,0.0
235,7017,2013-08-15,160000.0,20130823-0089241,0.0
236,2081,2013-04-22,164900.0,20130424-0040730,0.0
237,2082,2013-04-15,186900.0,20130417-0038218,0.0
238,16942,2014-06-27,164900.0,20140703-0058681,0.0
239,8004,2013-09-18,189000.0,20130923-0099641,0.0
240,673,2013-02-25,145000.0,20130228-0019937,0.0
241,12410,2014-02-28,154000.0,20140306-0018734,0.0
242,18387,2014-07-29,154000.0,20140731-0068358,0.0
243,12411,2014-02-18,194900.0,20140225-0015908,0.0
244,39433,2015-10-28,95000.0,20151029-0110063,0.0
245,4521,2013-06-24,129900.0,20130626-0065757,0.0
247,19810,2014-08-26,167000.0,20140827-0077918,0.0
248,45291,2016-03-30,166000.0,20160331-0030638,0.0
249,14431,2014-04-04,105000.0,20140404-0028200,0.0
250,5810,2013-07-18,75000.0,20130724-0076564,0.0
251,14432,2014-04-25,184000.0,20140430-0036135,0.0
252,22723,2014-10-30,140000.0,20141121-0107203,0.0
253,34761,2015-07-28,182000.0,20150730-0074951,0.0
254,38078,2015-09-17,195000.0,20151013-0104270,0.0
255,21301,2014-09-05,118900.0,20140930-0090023,0.0
257,40662,2015-11-05,29900.0,20151106-0113192,
258,25020,2014-12-31,135000.0,20150106-0001076,0.0
259,31083,2015-05-05,128000.0,20150506-0041370,0.0
260,31102,2015-05-29,110000.0,20150602-0051124,0.0
261,50605,2016-06-30,115000.0,20160720-0074872,0.0
262,39458,2015-10-21,112300.0,20151023-0108063,0.0
263,50606,2016-06-09,120000.0,20160613-0059703,0.0
264,50607,2016-06-07,85000.0,20160613-0059831,0.0
265,16943,2014-06-27,110000.0,20140630-0056939,0.0
266,8919,2013-10-15,158000.0,20131017-0108715,0.0
267,2083,2013-04-25,139900.0,20130429-0042127,0.0
268,33048,2015-06-12,162000.0,20150616-0057099,0.0
269,16944,2014-06-06,117000.0,20140611-0050592,0.0
270,23925,2014-11-14,149900.0,20141118-0106312,0.0
271,50608,2016-06-17,175000.0,20160621-0063035,0.0
272,16945,2014-06-30,149900.0,20140710-0060654,0.0
273,16946,2014-06-27,129900.0,20140711-0061022,0.0
274,26232,2015-01-15,135000.0,20150116-0005033,0.0
275,16947,2014-06-13,117000.0,20140620-0053993,0.0
276,2084,2013-04-05,112000.0,20130408-0034147,0.0
277,19827,2014-08-15,124500.0,20140822-0076767,0.0
278,26233,2015-01-05,112444.0,20150116-0004614,0.0
279,26234,2015-01-23,117000.0,20150130-0008913,0.0
280,46903,2016-04-14,207500.0,20160418-0036945,0.0
281,56061,2016-10-28,189900.0,20161031-0114800,0.0
282,15559,2014-05-15,165000.0,20140529-0046269,0.0
283,4534,2013-06-03,149900.0,20130605-0056814,0.0
284,7018,2013-08-21,139000.0,20130903-0092555,0.0
285,25044,2014-12-19,148000.0,20141223-0117311,0.0
286,46904,2016-04-26,189900.0,20160428-0041600,0.0
287,34783,2015-07-17,155750.0,20150727-0073222,0.0
288,2085,2013-04-29,150000.0,20130502-0044195,0.0
289,29499,2015-04-28,155000.0,20150501-0039706,0.0
290,1215,2013-03-26,155000.0,20130401-0031009,0.0
291,48751,2016-05-20,176000.0,20160525-0052604,0.0
320,26235,2015-01-09,126000.0,20150130-0009087,0.0
321,18388,2014-07-30,124900.0,20140801-0068896,0.0
322,54614,2016-09-02,140000.0,20160908-0094644,0.0
323,54615,2016-09-07,132500.0,20160907-0094297,0.0
324,53148,2016-08-03,133400.0,20160804-0081127,0.0
325,38108,2015-09-17,153000.0,20150921-0095860,0.0
326,29500,2015-04-30,162500.0,20150504-0039884,0.0
327,40684,2015-11-10,127500.0,20151112-0114858,0.0
328,1217,2013-03-22,123000.0,20130326-0029525,0.0
329,48752,2016-05-16,154900.0,20160517-0049060,0.0
330,26236,2015-01-13,135000.0,20150114-0003989,0.0
331,3279,2013-05-31,129900.0,20130603-0055353,0.0
332,3280,2013-05-23,120000.0,20130605-0057025,0.0
333,28179,2015-03-13,143900.0,20150318-0023239,0.0
334,15560,2014-05-21,123900.0,20140522-0044220,0.0
335,33050,2015-06-26,127000.0,20150630-0062974,0.0
336,50610,2016-06-10,179999.0,20160615-0060722,0.0
337,25049,2014-12-02,134900.0,20141204-0111336,0.0
338,25050,2014-12-31,126650.0,20150102-0000032,0.0
339,56062,2016-10-14,160000.0,20161018-0110041,0.0
340,15561,2014-05-09,156500.0,20140516-0042311,0.0
341,15562,2014-05-02,158000.0,20140506-0038541,0.0
342,54616,2016-09-15,175000.0,20160920-0098806,0.0
343,45314,2016-03-18,130000.0,20160322-0027142,0.0
344,3281,2013-05-30,156000.0,20130607-0058072,0.0
345,4536,2013-06-07,127500.0,20130612-0059698,0.0
346,50611,2016-06-15,174900.0,20160616-0061119,0.0
347,50612,2016-06-24,195000.0,20160628-0066032,0.0
348,43098,2016-01-18,145000.0,20160201-0009241,0.0
349,674,2013-02-19,115000.0,20130221-0017353,0.0
350,34785,2015-07-31,175000.0,20150805-0077716,0.0
351,33051,2015-06-25,166000.0,20150629-0062036,0.0
352,46907,2016-04-11,176000.0,20160413-0035156,0.0
353,12412,2014-02-07,152500.0,20140221-0014905,0.0
354,48753,2016-05-18,229900.0,20160520-0050856,0.0
355,33052,2015-06-05,168000.0,20150609-0054327,0.0
356,3282,2013-05-10,120000.0,20130521-0051263,0.0
357,2086,2013-04-30,148000.0,20130508-0046263,0.0
358,39460,2015-10-26,186500.0,20151029-0110225,0.0
359,2087,2013-04-30,167900.0,20130521-0051114,0.0
360,56063,2016-10-31,205000.0,20161101-0115368,0.0
361,48754,2016-05-31,179900.0,20160606-0056476,0.0
362,18389,2014-07-03,160000.0,20140708-0060091,0.0
363,16949,2014-06-18,108000.0,20140620-0054140,0.0
364,28180,2015-03-09,176000.0,20150311-0020742,0.0
365,25021,2014-12-08,155000.0,20141210-0112972,0.0
366,38079,2015-09-21,124000.0,20150922-0096115,0.0
367,39434,2015-10-05,142000.0,20151009-0103043,0.0
368,21302,2014-09-30,214900.0,20141002-0090869,0.0
369,18373,2014-07-31,198900.0,20140820-0075601,0.0
370,668,2013-02-25,244000.0,20130227-0019536,0.0
371,25022,2014-12-16,133000.0,20141218-0115948,0.0
372,54589,2016-09-15,274900.0,20160916-0097516,0.0
373,22724,2014-10-03,124800.0,20141010-0093992,0.0
374,4522,2013-06-04,160000.0,20130610-0058712,0.0
375,21303,2014-09-18,105000.0,20140925-0088169,0.0
376,21304,2014-09-05,146000.0,20140909-0082328,0.0
377,51974,2016-07-15,165000.0,20160719-0074017,0.0
378,19811,2014-08-27,145900.0,20140828-0078685,0.0
379,48724,2016-05-27,142000.0,20160518-0049597,0.0
380,13379,2014-03-26,125000.0,20140331-0026323,0.0
381,25023,2014-12-11,175000.0,20141223-0117339,0.0
382,8907,2013-10-24,100000.0,20131028-0111877,0.0
383,38080,2015-09-23,144000.0,20150928-0098441,0.0
384,51975,2016-07-12,239900.0,20160715-0073067,0.0
385,36525,2015-08-21,150000.0,20150827-0086999,0.0
386,46908,2016-04-15,183000.0,20160419-0037836,0.0
387,7021,2013-08-20,215000.0,20130906-0094088,0.0
388,18390,2014-07-15,230000.0,20140717-0063482,0.0
389,56064,2016-10-28,205000.0,20161102-0115831,0.0
390,51990,2016-07-13,175000.0,20160715-0072691,0.0
391,15563,2014-05-09,250000.0,20140513-0040984,0.0
392,56039,2016-10-13,118000.0,20161021-0111771,0.0
393,48725,2016-05-27,145000.0,20160601-0055026,0.0
394,41933,2015-12-01,158000.0,20151204-0122562,0.0
395,29472,2015-04-15,146100.0,20150424-0036844,0.0
396,33029,2015-06-09,106900.0,20150610-0054916,0.0
397,40663,2015-11-30,154000.0,20151204-0122573,0.0
399,40665,2015-11-03,189000.0,20151106-0113353,0.0
400,15544,2014-05-12,144000.0,20140513-0041007,0.0
401,43079,2016-01-29,159000.0,20160202-0010054,0.0
402,51976,2016-07-18,155000.0,20160721-0075428,0.0
403,54590,2016-09-09,275000.0,20160912-0095759,0.0
404,38081,2015-09-01,119900.0,20150904-0090227,0.0
405,8908,2013-10-31,221500.0,20131108-0115884,0.0
406,19812,2014-08-12,159500.0,20140814-0073440,0.0
407,16927,2014-06-19,208500.0,20140623-0054296,0.0
408,28158,2015-03-19,211149.0,20150323-0024572,0.0
409,21305,2014-09-26,195000.0,20140929-0089542,0.0
410,3268,2013-05-07,152000.0,20130610-0058855,0.0
411,4523,2013-06-28,143000.0,20130701-0067653,0.0
412,33030,2015-06-09,181000.0,20150610-0054926,0.0
413,26217,2015-01-23,134900.0,20150128-0007926,0.0
416,29474,2015-04-21,197000.0,20150423-0036320,0.0
417,2049,2013-04-26,194000.0,20130430-0043007,0.0
418,21306,2014-09-26,69000.0,20140930-0089966,0.0
419,25024,2014-12-17,106000.0,20141229-0118506,0.0
420,12404,2014-02-26,119000.0,20140304-0018191,0.0
421,669,2013-02-25,52000.0,20130228-0020315,0.0
422,5811,2013-07-25,139900.0,20130730-0079145,0.0
423,9802,2013-11-19,151000.0,20131122-0120466,0.0
424,29475,2015-04-20,133000.0,20150430-0038715,0.0
425,36507,2015-08-21,139900.0,20150828-0087432,0.0
426,15545,2014-05-06,98000.0,20140523-0044636,0.0
427,44080,2016-02-01,135000.0,20160204-0010966,0.0
428,41934,2015-12-30,225000.0,20160104-0000393,0.0
429,26218,2015-01-30,170000.0,20150203-0010225,0.0
430,33031,2015-06-30,188000.0,20150701-0063473,0.0
432,5812,2013-07-03,177500.0,20130709-0070774,0.0
433,28159,2015-03-02,210000.0,20150304-0018888,0.0
435,48726,2016-05-16,349900.0,20160518-0049456,0.0
436,19813,2014-08-29,118000.0,20140904-0081015,0.0
437,25025,2014-12-01,109000.0,20141205-0111604,0.0
439,6998,2013-08-22,135000.0,20130905-0093882,0.0
440,9803,2013-11-22,208900.0,20131126-0121430,0.0
441,3269,2013-05-31,135000.0,20130610-0058736,0.0
444,40666,2015-11-24,293000.0,20151130-0120701,0.0
445,5813,2013-07-22,186500.0,20130805-0081535,0.0
446,25026,2014-12-12,165000.0,20141216-0114911,0.0
447,3270,2013-05-03,209000.0,20130508-0046692,0.0
448,21307,2014-09-26,90000.0,20140930-0090328,0.0
496,29476,2015-04-27,64000.0,20150429-0038332,0.0
497,29477,2015-04-29,81000.0,20150505-0040640,0.0
498,39435,2015-10-15,167000.0,20151019-0105851,0.0
499,7001,2013-08-16,83000.0,20130904-0093047,0.0
500,12405,2014-02-26,40000.0,20140228-0017471,1.0
501,53124,2016-08-25,152240.0,20160829-0090282,0.0
502,45294,2016-03-02,189000.0,20160304-0020893,0.0
518,13360,2014-03-31,189950.0,20140402-0027359,0.0
519,13361,2014-03-31,235000.0,20140407-0028755,0.0
520,8910,2013-10-23,290000.0,20131030-0112836,0.0
521,11700,2014-01-27,165000.0,20140129-0008038,0.0
522,14434,2014-04-17,175000.0,20140422-0033701,0.0
523,38084,2015-09-09,190000.0,20150918-0094889,0.0
524,31087,2015-05-08,189900.0,20150515-0044738,0.0
525,15548,2014-05-21,53500.0,20140523-0044842,0.0
526,16930,2014-06-20,136500.0,20140624-0055020,0.0
527,18374,2014-07-29,152000.0,20140801-0069013,0.0
528,2052,2013-04-05,155000.0,20130410-0035469,0.0
529,46863,2016-04-28,175000.0,20160429-0042296,0.0
530,7003,2013-08-23,150000.0,20130829-0091196,0.0
551,56065,2016-10-07,181000.0,20161019-0110499,0.0
552,45315,2016-03-24,145000.0,20160405-0032392,0.0
553,45316,2016-03-03,171500.0,20160304-0020840,0.0
554,21325,2014-09-08,111000.0,20140916-0084896,0.0
555,54617,2016-09-02,180000.0,20160907-0094123,0.0
556,50613,2016-06-09,135000.0,20160610-0058950,0.0
557,34786,2015-07-27,139900.0,20150803-0076425,0.0
558,28181,2015-03-31,129900.0,20150410-0031561,0.0
559,23926,2014-11-25,110000.0,20141217-0115528,0.0
560,15564,2014-05-15,132900.0,20140520-0043342,0.0
561,2088,2013-04-08,115000.0,20130416-0037836,0.0
562,23927,2014-11-06,107000.0,20141110-0103430,0.0
563,46909,2016-04-28,140000.0,20160502-0042543,0.0
564,19831,2014-08-01,117500.0,20140805-0070114,0.0
565,36526,2015-08-28,130000.0,20150904-0090523,0.0
566,41947,2015-12-30,150000.0,20151231-0131632,0.0
567,45317,2016-03-14,115000.0,20160316-0024904,0.0
568,36527,2015-08-28,144900.0,20150921-0095706,0.0
569,23928,2014-11-07,116000.0,20141112-0104276,0.0
570,18391,2014-07-24,74900.0,20140725-0066169,0.0
571,7022,2013-08-23,109900.0,20130906-0094474,0.0
572,12413,2014-02-05,123000.0,20140206-0010683,0.0
573,51991,2016-07-22,152500.0,20160726-0076847,0.0
574,33053,2015-06-30,125000.0,20150702-0064343,0.0
575,26237,2015-01-16,125000.0,20150120-0005400,0.0
576,54594,2016-09-22,265000.0,20160927-0101617,0.0
577,50589,2016-06-29,270000.0,20160706-0068941,0.0
578,39438,2015-10-26,275000.0,20151028-0109658,0.0
579,22730,2014-10-31,199900.0,20141104-0101929,0.0
580,43082,2016-01-11,250000.0,20160115-0004240,0.0
581,10758,2013-12-06,186500.0,20131206-0124376,0.0
582,13362,2014-03-28,188000.0,20140402-0027154,0.0
583,7004,2013-08-07,137500.0,20130813-0084879,0.0
584,43083,2016-01-29,160500.0,20160202-0010067,0.0
585,34765,2015-07-02,170000.0,20150707-0065691,0.0
586,46865,2016-04-21,148000.0,20160504-0043976,0.0
587,33034,2015-06-04,150000.0,20150604-0052520,0.0
588,36511,2015-08-10,155000.0,20150814-0081733,0.0
589,25051,2014-12-18,119000.0,20150102-0000154,0.0
590,31105,2015-05-28,147500.0,20150605-0052693,0.0
591,4537,2013-06-11,80000.0,20130624-0064674,0.0
593,4538,2013-06-14,60000.0,20130625-0065040,0.0
594,26238,2015-01-09,118000.0,20150112-0002822,0.0
595,29501,2015-04-23,154500.0,20150428-0037980,0.0
596,8005,2013-09-27,112000.0,20130930-0102392,0.0
597,23929,2014-11-17,121500.0,20141124-0108320,0.0
598,46910,2016-04-22,150000.0,20160426-0040499,0.0
599,51992,2016-07-20,187000.0,20160727-0077170,0.0
600,13380,2014-03-21,119000.0,20140325-0024471,0.0
601,46911,2016-04-15,100000.0,20160421-0038781,0.0
602,18392,2014-07-18,112000.0,20140721-0064493,0.0
603,25052,2014-12-15,115000.0,20150105-0000528,0.0
604,31106,2015-05-15,250000.0,20150519-0045983,0.0
605,2089,2013-04-05,132000.0,20130411-0036138,0.0
606,41948,2015-12-04,143900.0,20151208-0123426,0.0
607,9814,2013-11-27,93000.0,20131204-0123642,0.0
608,21326,2014-09-19,114000.0,20140924-0087776,0.0
609,4539,2013-06-26,120000.0,20130628-0066911,0.0
610,36528,2015-08-26,127000.0,20150827-0086917,0.0
611,38109,2015-09-14,108750.0,20150916-0093968,0.0
612,46912,2016-04-25,114900.0,20160428-0041671,0.0
613,8006,2013-09-16,101900.0,20130919-0098900,0.0
614,23930,2014-11-18,96400.0,20141118-0106275,0.0
615,10783,2013-12-31,100000.0,20140102-0000125,0.0
616,2090,2013-04-19,160000.0,20130422-0039627,0.0
617,38085,2015-09-18,310000.0,20150921-0095847,0.0
627,29478,2015-04-22,174000.0,20150501-0039380,0.0
628,33035,2015-06-18,179900.0,20150619-0059059,0.0
629,44084,2016-02-10,168500.0,20160212-0013878,0.0
630,51978,2016-07-20,199500.0,20160727-0077220,0.0
631,7984,2013-09-06,170000.0,20130909-0095076,0.0
632,50590,2016-06-16,315000.0,20160620-0062449,0.0
633,22732,2014-10-23,164000.0,20141028-0099249,0.0
634,1211,2013-03-12,167900.0,20130314-0025393,0.0
635,4526,2013-06-17,172000.0,20130624-0064199,0.0
636,46866,2016-04-18,220000.0,20160421-0038561,0.0
637,41935,2015-12-09,221000.0,20151210-0124372,0.0
638,33036,2015-06-25,354000.0,20150708-0066373,0.0
639,11702,2014-01-30,173500.0,20140207-0010890,0.0
640,51979,2016-07-08,245000.0,20160711-0070552,0.0
