SaleID,PropertyID,SaleDate,SalePrice,LegalReference,SoldAsVacant
8854,53270,2016-08-01,307250.0,20160802-0079507,0.0
8855,22841,2014-10-17,220000.0,20141017-0095955,0.0
8856,44184,2016-02-26,429900.0,20160301-0019608,0.0
8857,50766,2016-06-30,255000.0,20160705-0068536,0.0
8858,18490,2014-07-31,110000.0,20140801-0068641,0.0
8859,26314,2015-01-30,250000.0,20150130-0009109,0.0
8860,7118,2013-08-23,228000.0,20130827-0090100,0.0
8861,26315,2015-01-22,150000.0,20150128-0007968,0.0
8862,14523,2014-04-04,245000.0,20140410-0030186,0.0
8863,7119,2013-08-01,359900.0,20130807-0082829,0.0
8864,22842,2014-10-24,389900.0,20141027-0099064,0.0
8865,39547,2015-10-15,429900.0,20151016-0105668,0.0
8866,34928,2015-07-27,435000.0,20150804-0077412,0.0
8867,38208,2015-09-11,440000.0,20150915-0093658,0.0
8868,3345,2013-05-06,93000.0,20130508-0046516,0.0
8869,40778,2015-11-19,140000.0,20151120-0117882,0.0
8870,1252,2013-03-15,82000.0,20130318-0026601,0.0
8871,42055,2015-12-11,200000.0,20151216-0126504,0.0
8872,42056,2015-12-09,210000.0,20151230-0130949,0.0
8875,48888,2016-05-09,203900.0,20160510-0046282,0.0
8876,7120,2013-08-22,85000.0,20130822-0088669,0.0
8877,4623,2013-06-21,54500.0,20130626-0065666,0.0
8878,40779,2015-11-19,140000.0,20151120-0117887,0.0
8880,26316,2015-01-29,278000.0,20150202-0009558,0.0
8883,43199,2016-01-29,170000.0,20160129-0009092,0.0
8884,54759,2016-09-02,339900.0,20160907-0093817,0.0
8885,36642,2015-08-11,90000.0,20150812-0080929,0.0
8886,7121,2013-08-16,127500.0,20130909-0094655,0.0
8887,21421,2014-09-16,194900.0,20140922-0086707,0.0
8890,8055,2013-09-30,185000.0,20131002-0103310,0.0
8891,56179,2016-10-17,275000.0,20161019-0110384,0.0
8896,9874,2013-11-25,225000.0,20131206-0124500,0.0
8897,31333,2015-05-07,130000.0,20150507-0041804,0.0
8898,5916,2013-07-26,219000.0,20130731-0079921,0.0
8899,14524,2014-04-15,200500.0,20140416-0031904,0.0
8900,18491,2014-07-31,230000.0,20140804-0069902,0.0
8901,22843,2014-10-08,312000.0,20141014-0094550,0.0
8902,43200,2016-01-13,260500.0,20160119-0004789,0.0
8903,45443,2016-03-22,229000.0,20160324-0027881,0.0
8904,21422,2014-09-19,144000.0,20140923-0087143,0.0
8907,28271,2015-03-03,130000.0,20150309-0019699,0.0
8908,15652,2014-05-27,135000.0,20140527-0045421,0.0
8909,23988,2014-11-10,249999.0,20141113-0104930,0.0
8914,48889,2016-05-04,74000.0,20160505-0044697,0.0
8915,50767,2016-06-09,218000.0,20160720-0074557,0.0
8921,17028,2014-06-24,155000.0,20140626-0055965,0.0
8922,22844,2014-10-30,113900.0,20141031-0100667,0.0
8923,36644,2015-08-21,105000.0,20150826-0086138,0.0
8926,34930,2015-07-20,104600.0,20150722-0071702,0.0
8927,4624,2013-06-28,123500.0,20130705-0069703,0.0
8930,4625,2013-06-28,69900.0,20130709-0070795,0.0
8934,22845,2014-10-30,172500.0,20141031-0100877,0.0
8935,54760,2016-09-08,132000.0,20160920-0099062,0.0
8942,53271,2016-08-25,195000.0,20160826-0089287,0.0
8947,12473,2014-02-05,121400.0,20140211-0011906,0.0
8948,7122,2013-08-19,190000.0,20130820-0087650,0.0
8949,19929,2014-08-01,244900.0,20140804-0069546,0.0
8950,19930,2014-08-29,149900.0,20140902-0079503,0.0
8951,28275,2015-03-06,74000.0,20150312-0021486,0.0
8952,31334,2015-05-29,141000.0,20150605-0052627,0.0
8953,4626,2013-06-21,58300.0,20130625-0065339,0.0
8954,22848,2014-10-01,299900.0,20141003-0092013,0.0
8959,19931,2014-08-22,149000.0,20140826-0077826,0.0
8963,56181,2016-10-07,215000.0,20161011-0107303,0.0
8964,14525,2014-04-04,233000.0,20140410-0030134,0.0
8965,43202,2016-01-29,78000.0,20160201-0009310,0.0
8966,8056,2013-09-30,170000.0,20131002-0103329,0.0
8967,45444,2016-03-30,305000.0,20160404-0031913,0.0
8969,38212,2015-09-04,226000.0,20150914-0092902,0.0
8970,11750,2014-01-15,90000.0,20140121-0005381,0.0
8972,7123,2013-08-26,75500.0,20130827-0090310,0.0
8973,22849,2014-10-24,189900.0,20141028-0099475,0.0
8975,9875,2013-11-04,168861.0,20131108-0115899,0.0
8976,2165,2013-04-11,125000.0,20130416-0037550,0.0
8977,275,2013-01-16,250000.0,20130118-0006296,0.0
8978,8992,2013-10-25,330000.0,20131029-0112290,0.0
8979,8993,2013-10-25,110000.0,20131106-0115004,0.0
8980,23989,2014-11-12,330000.0,20141114-0105430,0.0
8981,48890,2016-05-17,380000.0,20160518-0049422,0.0
8982,4627,2013-06-25,279750.0,20130708-0070470,0.0
8984,10868,2013-12-10,134000.0,20131212-0125884,0.0
8985,1253,2013-03-27,150900.0,20130401-0030980,0.0
8986,19932,2014-08-25,190150.0,20140827-0078137,0.0
8987,2166,2013-04-26,112000.0,20130430-0043118,0.0
8988,38214,2015-09-09,194500.0,20150917-0094647,0.0
8989,23990,2014-11-26,199950.0,20141203-0110813,0.0
8990,48891,2016-05-03,277000.0,20160504-0043872,0.0
8991,18492,2014-07-11,400000.0,20140714-0061809,0.0
8992,28276,2015-03-17,177861.0,20150320-0024342,0.0
8993,48892,2016-05-19,259000.0,20160520-0050870,0.0
8997,38215,2015-09-29,140000.0,20151014-0104484,0.0
8998,1254,2013-03-15,58125.0,20130318-0026261,0.0
8999,5917,2013-07-24,339900.0,20130731-0079743,0.0
9030,8057,2013-09-26,133550.0,20130927-0101713,0.0
9031,23991,2014-11-14,194000.0,20141121-0107384,0.0
9032,19933,2014-08-13,210000.0,20140814-0073644,0.0
9033,11751,2014-01-30,240000.0,20140204-0009972,0.0
9034,47138,2016-04-11,155000.0,20160413-0035266,0.0
9035,48895,2016-05-09,180239.0,20160512-0047290,0.0
9036,56182,2016-10-03,295000.0,20161004-0104774,0.0
9037,14526,2014-04-15,136500.0,20140417-0032341,0.0
9038,40784,2015-11-12,325000.0,20151116-0116091,0.0
9039,15654,2014-05-23,380000.0,20140530-0046514,0.0
9040,18493,2014-07-07,360250.0,20140710-0060705,0.0
9041,34936,2015-07-23,112500.0,20150728-0074242,0.0
9042,50769,2016-06-01,440000.0,20160610-0058784,0.0
9043,44188,2016-02-01,325000.0,20160208-0011711,0.0
9044,53272,2016-08-25,418000.0,20160829-0090092,0.0
9045,40785,2015-11-06,99000.0,20151112-0114771,0.0
9046,40786,2015-11-10,105000.0,20151112-0115149,0.0
9047,40787,2015-11-23,120500.0,20151125-0119457,0.0
9048,50770,2016-06-22,400000.0,20160623-0064209,0.0
9049,22856,2014-10-23,75000.0,20141027-0099021,1.0
9050,29604,2015-04-30,359900.0,20150505-0040601,0.0
9051,3347,2013-05-24,68000.0,20130531-0055276,0.0
9052,10869,2013-12-09,77000.0,20131213-0126332,0.0
9053,38216,2015-09-09,210000.0,20150911-0092426,0.0
9054,8058,2013-09-30,185000.0,20131002-0103310,0.0
9055,25170,2014-12-12,269900.0,20141217-0115344,0.0
9056,38217,2015-09-29,160000.0,20151008-0102720,0.0
9057,48896,2016-05-11,300000.0,20160513-0048046,0.0
9058,8994,2013-10-11,80000.0,20131011-0107068,1.0
9059,18494,2014-07-07,415000.0,20140708-0060128,0.0
9060,17029,2014-06-26,248000.0,20140714-0061734,0.0
9062,13469,2014-03-31,306900.0,20140404-0028160,0.0
9063,12474,2014-02-25,140000.0,20140303-0017783,0.0
9064,2168,2013-04-08,235000.0,20130409-0035004,0.0
9067,34937,2015-07-20,239900.0,20150723-0072244,0.0
9068,23992,2014-11-17,146000.0,20141119-0106771,0.0
9069,40788,2015-11-30,394000.0,20151202-0121688,0.0
9070,12475,2014-02-25,167400.0,20140227-0016951,0.0
9071,21424,2014-09-26,270500.0,20141001-0090760,0.0
9072,39552,2015-10-02,189000.0,20151005-0101400,0.0
9073,48897,2016-05-18,250000.0,20160526-0053042,0.0
9075,33199,2015-06-01,152500.0,20150609-0054393,0.0
9076,34938,2015-07-02,211000.0,20150706-0064807,0.0
9077,2169,2013-04-30,100000.0,20130503-0044951,0.0
9078,54762,2016-09-06,344500.0,20160908-0094742,0.0
9079,7124,2013-08-30,114000.0,20130904-0093354,0.0
9080,11752,2014-01-31,110000.0,20140203-0009439,0.0
9081,12476,2014-02-27,100000.0,20140228-0017309,0.0
9082,23993,2014-11-18,168500.0,20141119-0106796,1.0
9083,40789,2015-11-25,417000.0,20151130-0120406,0.0
9085,43204,2016-01-25,344900.0,20160128-0008528,0.0
9086,43205,2016-01-06,200000.0,20160111-0002874,0.0
9087,708,2013-02-11,118000.0,20130212-0014162,0.0
9088,52092,2016-07-08,310000.0,20160711-0070371,0.0
9089,28277,2015-03-11,337500.0,20150316-0022072,0.0
9090,14527,2014-04-14,144500.0,20140415-0031440,0.0
9091,50771,2016-06-15,207000.0,20160620-0062196,0.0
9092,11753,2014-01-21,121750.0,20140129-0008126,0.0
9093,8059,2013-09-30,160000.0,20131001-0102762,0.0
9094,276,2013-01-24,76000.0,20130125-0008235,0.0
9095,8996,2013-10-11,159.9,20131016-0108203,0.0
9096,2170,2013-04-16,115000.0,20130418-0038725,0.0
9097,48898,2016-05-25,360000.0,20160527-0053473,0.0
9098,54763,2016-09-08,190000.0,20160916-0097712,0.0
9099,45450,2016-03-22,175000.0,20160323-0027730,0.0
9100,50772,2016-06-21,410000.0,20160623-0064321,0.0
9101,50773,2016-06-22,295000.0,20160624-0064481,0.0
9102,17031,2014-06-13,253000.0,20140717-0063235,0.0
9103,50774,2016-06-20,325000.0,20160622-0063782,0.0
9104,33200,2015-06-09,250000.0,20150611-0055236,0.0
9105,3348,2013-05-29,203000.0,20130607-0057930,0.0
9106,26318,2015-01-16,285000.0,20150116-0005042,0.0
9107,34939,2015-07-23,475000.0,20150724-0073066,0.0
9108,4629,2013-06-07,227000.0,20130621-0063802,0.0
9109,22857,2014-10-24,198000.0,20141028-0099278,0.0
9112,42061,2015-12-15,220000.0,20151216-0126663,0.0
9113,22858,2014-10-10,299900.0,20141015-0095305,0.0
9114,54764,2016-09-22,270000.0,20160926-0101484,0.0
9115,26319,2015-01-13,175000.0,20150115-0004245,0.0
9116,19934,2014-08-20,139900.0,20140822-0076854,0.0
9117,13470,2014-03-21,196000.0,20140331-0026344,0.0
9118,43206,2016-01-22,165000.0,20160208-0011930,0.0
9120,48899,2016-05-20,260000.0,20160525-0052306,0.0
9121,9876,2013-11-14,78000.0,20131120-0119466,0.0
9122,5918,2013-07-09,140000.0,20130712-0072238,0.0
9123,43207,2016-01-29,198500.0,20160204-0010803,0.0
9124,53273,2016-08-08,200000.0,20160811-0083824,0.0
9125,14528,2014-04-04,315000.0,20140410-0029923,0.0
9126,1255,2013-03-12,199500.0,20130315-0026020,0.0
9127,3349,2013-05-30,145000.0,20130612-0059888,0.0
9129,53274,2016-08-12,285000.0,20160817-0085972,0.0
9130,12477,2014-02-21,135000.0,20140228-0017554,0.0
9131,23995,2014-11-21,300000.0,20141201-0109532,0.0
9132,10870,2013-12-13,349900.0,20131218-0127982,0.0
9133,10871,2013-12-16,354234.0,20131218-0127968,0.0
9134,22859,2014-10-03,389900.0,20141007-0093079,0.0
9135,56183,2016-10-04,460000.0,20161006-0105619,0.0
9136,23996,2014-11-18,168500.0,20141119-0106796,1.0
9137,43208,2016-01-19,419900.0,20160121-0006117,0.0
9138,19935,2014-08-13,210000.0,20140814-0073644,0.0
9139,31337,2015-05-15,469900.0,20150520-0046592,0.0
9140,48900,2016-05-26,374900.0,20160531-0054240,0.0
9141,50775,2016-06-09,374900.0,20160614-0060079,0.0
9142,50776,2016-06-30,424500.0,20160706-0069258,0.0
9152,36646,2015-08-20,302400.0,20150821-0084805,0.0
9153,38219,2015-09-01,360000.0,20150903-0089937,0.0
9154,40790,2015-11-06,172000.0,20151130-0120781,0.0
9155,56184,2016-10-05,482000.0,20161006-0105847,0.0
9156,33201,2015-06-23,235000.0,20150624-0060403,0.0
9157,31338,2015-05-06,115000.0,20150506-0041563,0.0
9158,48902,2016-05-16,410000.0,20160518-0049702,0.0
9159,45452,2016-03-01,340000.0,20160309-0022508,0.0
9160,8060,2013-09-13,239900.0,20130919-0099016,0.0
9161,5919,2013-07-01,147500.0,20130705-0069681,0.0
9162,13471,2014-03-21,112000.0,20140324-0023946,0.0
9163,19936,2014-08-15,259000.0,20140820-0075593,0.0
9164,36647,2015-08-04,210595.0,20150806-0078429,0.0
9165,2171,2013-04-19,120450.0,20130422-0039805,0.0
9166,8997,2013-10-18,129900.0,20131024-0110937,0.0
9167,45453,2016-03-28,210000.0,20160330-0029855,0.0
9168,38220,2015-09-30,200000.0,20151001-0099894,0.0
9169,19937,2014-08-19,205000.0,20140821-0076149,0.0
9170,2172,2013-04-30,90000.0,20130501-0043641,0.0
9171,18495,2014-07-18,255000.0,20140722-0065050,0.0
9172,15655,2014-05-27,283000.0,20140530-0046563,0.0
9173,25171,2014-12-01,208000.0,20141203-0110648,0.0
9174,47141,2016-04-18,140000.0,20160420-0038137,0.0
9175,47142,2016-04-13,325000.0,20160421-0038785,0.0
9176,12478,2014-02-28,104000.0,20140304-0017909,0.0
9177,38221,2015-09-24,160000.0,20151001-0099947,0.0
9178,23997,2014-11-13,104400.0,20141120-0106863,0.0
9179,26320,2015-01-02,143000.0,20150109-0002345,0.0
9180,47143,2016-04-29,383900.0,20160503-0043086,0.0
9181,33202,2015-06-08,96000.0,20150612-0055982,0.0
9182,34941,2015-07-06,165000.0,20150713-0067980,0.0
9183,7126,2013-08-02,155000.0,20130822-0088743,0.0
9184,13472,2014-03-31,205000.0,20140411-0030727,0.0
9185,7127,2013-08-14,118650.0,20130828-0090664,0.0
9186,47144,2016-04-15,235000.0,20160419-0037690,0.0
9187,19938,2014-08-06,145000.0,20140811-0072362,0.0
9188,50777,2016-06-27,190000.0,20160630-0066797,0.0
9189,21425,2014-09-24,205875.0,20140925-0088466,0.0
9190,39553,2015-10-01,295000.0,20151005-0101361,0.0
9191,38222,2015-09-30,190000.0,20151006-0102010,0.0
9192,53276,2016-08-18,175000.0,20160822-0087466,0.0
9193,36648,2015-08-03,187000.0,20150805-0078178,0.0
9194,21426,2014-09-05,143500.0,20140909-0082617,0.0
9195,31339,2015-05-04,236900.0,20150506-0041261,0.0
9196,33203,2015-06-22,158500.0,20150701-0063571,0.0
9197,45454,2016-03-15,263000.0,20160316-0025020,0.0
9198,5920,2013-07-16,122700.0,20130718-0074379,0.0
9199,8061,2013-09-30,137000.0,20130930-0102352,0.0
9200,22860,2014-10-17,231900.0,20141020-0096420,0.0
9201,7128,2013-08-05,221000.0,20130807-0082939,0.0
9202,12479,2014-02-19,255700.0,20140225-0015956,0.0
9203,56185,2016-10-31,311000.0,20161101-0115524,0.0
9204,10872,2013-12-16,182500.0,20131230-0130524,0.0
9205,4630,2013-06-07,285000.0,20130619-0062578,0.0
9206,11754,2014-01-15,180000.0,20140117-0005013,0.0
9207,45455,2016-03-30,465000.0,20160331-0030642,0.0
9208,17032,2014-06-30,145000.0,20140715-0062309,0.0
9209,31340,2015-05-29,264500.0,20150604-0052422,0.0
9210,19939,2014-08-28,233500.0,20140902-0079992,0.0
9211,14529,2014-04-02,134232.0,20140410-0030169,0.0
9212,19940,2014-08-29,217000.0,20140902-0079962,0.0
9213,56186,2016-10-14,288000.0,20161018-0110221,0.0
9214,29606,2015-04-15,216500.0,20150423-0036536,0.0
9215,277,2013-01-30,177750.0,20130131-0010400,0.0
9216,42063,2015-12-17,212000.0,20151221-0128031,0.0
9221,709,2013-02-22,200000.0,20130226-0019280,0.0
9222,23998,2014-11-20,60000.0,20141201-0109511,1.0
9223,48907,2016-05-31,570000.0,20160602-0055399,0.0
9224,3350,2013-05-01,76500.0,20130506-0045486,0.0
9225,53278,2016-08-01,139000.0,20160805-0081625,0.0
9226,53277,2016-08-01,143000.0,20160811-0083402,0.0
9227,29607,2015-04-03,45000.0,20150406-0030022,0.0
9228,29608,2015-04-27,80000.0,20150429-0038296,0.0
9229,48908,2016-05-31,299900.0,20160608-0057952,0.0
9230,21427,2014-09-15,105000.0,20140916-0084949,0.0
9231,22861,2014-10-03,124000.0,20141007-0092671,0.0
9232,28278,2015-03-30,229000.0,20150402-0028566,0.0
9233,47145,2016-04-29,100000.0,20160505-0044666,0.0
9234,14530,2014-04-14,33000.0,20140416-0031771,1.0
9235,36649,2015-08-19,272000.0,20150821-0084606,0.0
9236,27225,2015-02-05,164900.0,20150209-0012027,0.0
9237,18496,2014-07-29,185000.0,20140804-0069441,0.0
9239,4631,2013-06-03,263900.0,20130613-0060622,0.0
9240,48909,2016-05-26,389900.0,20160527-0053632,0.0
9241,11755,2014-01-31,127000.0,20140205-0010199,0.0
9242,28279,2015-03-27,369000.0,20150331-0027676,0.0
9244,15656,2014-05-09,279900.0,20140513-0040950,0.0
9245,9877,2013-11-26,240000.0,20131205-0123909,0.0
9246,38223,2015-09-11,370500.0,20150915-0093535,0.0
9248,43211,2016-01-26,265000.0,20160204-0010936,0.0
9249,26321,2015-01-29,125000.0,20150202-0009394,0.0
9254,47146,2016-04-18,291000.0,20160418-0037326,0.0
9259,42064,2015-12-15,175000.0,20151215-0126022,0.0
9261,25172,2014-12-30,259000.0,20150107-0001543,0.0
9266,50778,2016-06-07,195000.0,20160608-0057904,0.0
9270,15659,2014-05-16,275000.0,20140522-0044294,0.0
9273,1256,2013-03-14,137600.0,20130319-0026952,0.0
9276,50779,2016-06-07,291500.0,20160610-0058891,0.0
9277,2173,2013-04-19,140000.0,20130419-0039295,0.0
9279,2174,2013-04-02,169000.0,20130404-0033211,0.0
9280,50780,2016-06-28,273500.0,20160727-0077107,0.0
9281,18497,2014-07-07,167000.0,20140714-0061819,0.0
9282,50781,2016-06-17,207000.0,20160622-0063345,0.0
9287,8062,2013-09-13,242000.0,20130920-0099162,0.0
9288,19941,2014-08-29,153000.0,20140910-0082960,0.0
9289,9880,2013-11-19,286000.0,20131202-0122234,0.0
9290,34943,2015-07-01,200635.0,20150707-0065873,0.0
9291,15660,2014-05-22,185000.0,20140602-0047415,0.0
9292,18498,2014-07-16,210000.0,20140722-0064789,0.0
9293,39554,2015-10-23,290000.0,20151029-0109920,0.0
9294,4632,2013-06-27,190000.0,20130705-0069887,0.0
9295,22864,2014-10-03,203000.0,20141006-0092433,0.0
9296,9882,2013-11-27,66000.0,20131202-0122249,0.0
9297,9881,2013-11-27,106000.0,20131202-0122250,0.0
9298,12480,2014-02-10,147000.0,20140212-0012499,0.0
9299,9883,2013-11-27,190000.0,20131204-0123633,0.0
9300,38225,2015-09-04,222000.0,20150909-0091384,0.0
9301,29610,2015-04-02,210000.0,20150408-0030768,0.0
9302,29611,2015-04-15,220000.0,20150417-0034235,0.0
9303,45456,2016-03-01,300000.0,20160311-0023401,0.0
9305,8999,2013-10-30,239900.0,20131104-0114509,0.0
9306,5921,2013-07-25,336806.0,20130729-0078475,0.0
9307,9000,2013-10-25,150000.0,20131030-0112859,0.0
9308,18499,2014-07-01,280000.0,20140708-0059780,0.0
9309,43213,2016-01-29,322900.0,20160201-0009290,0.0
9310,38226,2015-09-28,265000.0,20150930-0099151,0.0
9311,33205,2015-06-22,324900.0,20150625-0061080,0.0
9312,54767,2016-09-07,249000.0,20160909-0095030,0.0
9315,31341,2015-05-15,145000.0,20150529-0049587,0.0
9316,52095,2016-07-07,399900.0,20160711-0070405,0.0
9317,2175,2013-04-24,158000.0,20130503-0044854,0.0
9326,33207,2015-06-25,235000.0,20150707-0065492,0.0
9327,9884,2013-11-15,60000.0,20131119-0119197,0.0
9328,38228,2015-09-10,305000.0,20150914-0092931,0.0
9329,33208,2015-06-05,359900.0,20150610-0054677,0.0
9330,45459,2016-03-10,153500.0,20160314-0024146,0.0
9331,17033,2014-06-03,314900.0,20140609-0049655,0.0
9332,11757,2014-01-10,192000.0,20140117-0004792,0.0
9333,1257,2013-03-06,213500.0,20130307-0022951,0.0
9334,48910,2016-05-25,242000.0,20160527-0054007,0.0
9335,26323,2015-01-09,299900.0,20150113-0003490,0.0
9336,21428,2014-09-30,85000.0,20141002-0090932,0.0
9337,40792,2015-11-18,130000.0,20151120-0118120,0.0
9338,47147,2016-04-29,450000.0,20160503-0043200,0.0
9339,3351,2013-05-30,179900.0,20130604-0056232,0.0
9340,15661,2014-05-16,210000.0,20140519-0042629,0.0
9341,38229,2015-09-17,274900.0,20150918-0094769,0.0
9342,44191,2016-02-04,219300.0,20160211-0013032,0.0
9343,28281,2015-03-12,337000.0,20150316-0022231,0.0
9406,25177,2014-12-23,92000.0,20141229-0118146,0.0
9407,40794,2015-11-16,337000.0,20151119-0117469,0.0
9408,33209,2015-06-16,94000.0,20150702-0063951,0.0
9409,53286,2016-08-03,300000.0,20160804-0080917,0.0
9413,19942,2014-08-18,65000.0,20140821-0076497,0.0
9414,34947,2015-07-13,295000.0,20150714-0068267,0.0
9415,33210,2015-06-11,115000.0,20150618-0058476,0.0
9416,47150,2016-04-15,283000.0,20160425-0039645,0.0
9419,25178,2014-12-01,174000.0,20141212-0113947,0.0
9421,48914,2016-05-10,215000.0,20160512-0047604,0.0
9422,47151,2016-04-07,309000.0,20160408-0034027,0.0
9423,710,2013-02-18,146000.0,20130220-0017142,0.0
9424,8064,2013-09-27,115000.0,20130930-0102182,0.0
9425,44192,2016-02-24,155000.0,20160311-0023651,0.0
9426,54775,2016-09-20,205000.0,20160920-0099073,0.0
9427,52097,2016-07-13,369900.0,20160719-0074373,0.0
9428,53287,2016-08-04,358000.0,20160809-0082565,0.0
9429,2176,2013-04-30,130000.0,20130501-0043820,0.0
9430,7130,2013-08-23,219000.0,20130826-0089701,0.0
9431,25180,2014-12-19,275000.0,20141222-0116822,0.0
9434,3353,2013-05-17,220000.0,20130520-0050784,0.0
9437,5922,2013-07-18,259900.0,20130719-0075176,0.0
9438,4633,2013-06-28,200000.0,20130703-0068822,0.0
9439,9001,2013-10-31,192000.0,20131105-0114758,0.0
9440,4634,2013-06-03,280000.0,20130614-0061053,0.0
9441,10874,2013-12-13,216500.0,20131216-0126884,0.0
9442,50786,2016-06-13,308000.0,20160617-0061988,0.0
9444,54776,2016-09-02,195000.0,20160908-0094820,0.0
9445,1258,2013-03-05,122000.0,20130311-0023831,0.0
9446,21432,2014-09-30,71200.0,20141003-0092019,0.0
9447,22867,2014-10-24,103750.0,20141027-0099017,0.0
9448,29622,2015-04-24,204000.0,20150508-0042183,0.0
9450,9887,2013-11-22,176000.0,20131126-0121468,0.0
9451,47152,2016-04-15,308000.0,20160419-0037453,0.0
9452,48915,2016-05-24,325000.0,20160525-0052378,0.0
9453,29623,2015-04-24,180000.0,20150428-0038061,0.0
9454,36654,2015-08-31,450000.0,20150901-0088916,0.0
9455,29624,2015-04-24,180000.0,20150428-0038061,0.0
9456,25181,2014-12-03,359400.0,20141204-0111164,0.0
9457,42065,2015-12-09,170000.0,20151210-0124368,0.0
9458,34948,2015-07-01,106000.0,20150706-0064682,0.0
9459,39555,2015-10-08,148500.0,20151009-0103104,0.0
9460,9002,2013-10-07,87500.0,20131016-0107900,0.0
9461,33212,2015-06-29,185000.0,20150701-0063829,0.0
9463,4635,2013-06-14,55000.0,20130618-0062231,0.0
9464,3354,2013-05-10,73000.0,20130521-0051066,0.0
9465,33213,2015-06-26,180000.0,20150702-0064413,0.0
9466,31344,2015-05-26,230000.0,20150602-0051162,0.0
9467,29625,2015-04-02,90500.0,20150407-0030306,0.0
9469,54777,2016-09-08,314400.0,20160920-0099028,0.0
9470,3355,2013-05-23,129000.0,20130531-0055123,0.0
9471,45464,2016-03-14,214900.0,20160318-0025618,0.0
9472,45465,2016-03-15,305000.0,20160317-0025470,0.0
9473,22868,2014-10-31,148000.0,20141107-0102996,0.0
9476,56188,2016-10-03,257500.0,20161006-0105681,0.0
9477,31345,2015-05-26,245000.0,20150601-0050310,0.0
9479,14532,2014-04-16,100000.0,20140422-0033660,0.0
9480,38230,2015-09-30,140000.0,20151001-0099673,0.0
9481,17038,2014-06-09,191000.0,20140612-0051195,0.0
9482,12481,2014-02-07,165000.0,20140212-0012607,0.0
9483,10876,2013-12-23,219000.0,20140107-0001447,0.0
9485,52098,2016-07-01,257000.0,20160707-0069308,0.0
9489,4636,2013-06-18,51500.0,20130619-0062664,0.0
9490,9888,2013-11-01,158100.0,20131108-0116007,0.0
9491,278,2013-01-07,53000.0,20130108-0002420,0.0
9492,7131,2013-08-15,187297.0,20130816-0086550,0.0
9493,15663,2014-05-07,82500.0,20140512-0040268,0.0
9494,25182,2014-12-29,110000.0,20141231-0119101,0.0
9495,34949,2015-07-15,300000.0,20150722-0071821,0.0
9499,54778,2016-09-26,170000.0,20160928-0102510,0.0
9502,13477,2014-03-12,104500.0,20140314-0021382,0.0
9503,15664,2014-05-05,80000.0,20140506-0038464,0.0
9506,33215,2015-06-02,224900.0,20150604-0052179,0.0
9551,53292,2016-08-16,220000.0,20160816-0085536,0.0
9554,2177,2013-04-15,24500.0,20130416-0038014,
9555,3356,2013-05-24,55000.0,20130524-0053134,1.0
9556,18511,2014-07-03,350000.0,20140715-0062397,0.0
9557,18512,2014-07-31,97000.0,20140731-0068619,1.0
9558,25185,2014-12-15,128000.0,20141217-0115584,0.0
9562,45468,2016-03-29,275000.0,20160401-0031062,0.0
9564,50787,2016-06-02,240000.0,20160608-0057911,0.0
9565,33218,2015-06-29,310000.0,20150630-0063193,0.0
9566,56191,2016-10-19,329900.0,20161020-0111051,0.0
9567,1259,2013-03-08,130000.0,20130314-0025371,0.0
9568,9889,2013-11-05,155000.0,20131106-0115290,0.0
9569,28289,2015-03-06,328000.0,20150311-0021038,0.0
9570,2178,2013-04-12,130500.0,20130416-0037560,0.0
9571,54782,2016-09-22,150000.0,20160926-0100931,0.0
9572,45469,2016-03-28,229750.0,20160329-0029553,0.0
9575,38232,2015-09-04,299900.0,20150910-0091949,0.0
9578,4639,2013-06-14,42000.0,20130620-0063559,0.0
9579,4640,2013-06-28,61000.0,20130628-0067151,0.0
9581,711,2013-02-04,104500.0,20130206-0012239,0.0
9583,27227,2015-02-12,173000.0,20150218-0014128,0.0
9585,19945,2014-08-06,99100.0,20140807-0071207,0.0
9586,19946,2014-08-06,99777.0,20140818-0074660,0.0
9587,29626,2015-04-03,335000.0,20150407-0030324,0.0
9588,14536,2014-04-16,172500.0,20140423-0034065,0.0
9589,54783,2016-09-29,239000.0,20161013-0108238,0.0
9590,24001,2014-11-21,135000.0,20141124-0107809,0.0
9591,36662,2015-08-14,290000.0,20150818-0083266,0.0
9592,712,2013-02-22,136200.0,20130227-0019470,0.0
9593,11758,2014-01-29,347000.0,20140130-0008501,0.0
9594,28290,2015-03-09,359900.0,20150312-0021084,0.0
9597,21433,2014-09-29,120000.0,20141006-0092385,0.0
9600,8065,2013-09-05,254350.0,20130910-0095318,0.0
9601,56192,2016-10-13,180000.0,20161017-0109349,0.0
9602,7133,2013-08-19,348500.0,20130828-0090669,0.0
9603,9890,2013-11-26,81000.0,20131203-0122908,0.0
9606,21434,2014-09-19,85000.0,20140923-0087286,0.0
9607,26327,2015-01-20,110000.0,20150212-0012944,0.0
9608,36664,2015-08-20,122500.0,20150826-0086606,0.0
9609,24002,2014-11-06,120000.0,20141110-0103520,0.0
9612,9891,2013-11-22,245000.0,20131202-0122675,0.0
9613,21435,2014-09-19,269000.0,20140922-0086853,0.0
9621,2179,2013-04-05,219900.0,20130408-0034586,0.0
9626,2181,2013-04-19,30000.0,20130422-0039550,0.0
9627,31349,2015-05-21,265000.0,20150526-0047871,0.0
9628,3358,2013-05-14,26000.0,20130613-0060292,
